time_s,alpha_command_deg,psi_unwrapped_deg,psi_wrapped_deg,B_T,Bc_T,qB1_T,qB2_T,Bx_aba_T,By_aba_T,Bz_aba_T
0.0119,9.75264726958543,-73.16284757596327,-73.16284757596327,0.010000000000000002,0.009855482334543806,0.0004906569557729859,-0.0016213339277417822,0.009820514122339955,0.0010108382566695658,0.001592390778601397
0.012,9.818535612076827,-73.07284757596327,-73.07284757596327,0.01,0.00985352782876819,0.0004965026182319026,-0.001631402610571563,0.009819448346987001,0.001022560147777838,0.0015914788421561975
0.012100000000000001,9.884036335594283,-72.98284757596326,-72.98284757596326,0.01,0.009851571905467982,0.0005023609498136845,-0.0016413910160276374,0.009818366163899141,0.001034222234096678,0.0015906194523205523
0.0122,9.94914685428139,-72.89284757596326,-72.89284757596326,0.01,0.009849614873775106,0.0005082314858657914,-0.0016512987600924662,0.009817267876622342,0.0010458239211140505,0.0015898124935553588
0.0123,10.013864597686359,-72.80284757596326,-72.80284757596326,0.01,0.009847657042935772,0.0005141137603240064,-0.0016611254637031573,0.00981615378982967,0.0010573646176609928,0.0015890578465654632
0.012400000000000001,10.078187010863495,-72.71284757596327,-72.71284757596327,0.01,0.009845698722261544,0.0005200073057449805,-0.0016708707527601546,0.009815024209270372,0.0010688437359397812,0.0015883553883117062
0.0125,10.142111554474063,-72.62284757596326,-72.62284757596326,0.009999999999999998,0.00984374022108038,0.0005259116533387379,-0.0016805342581354588,0.009813879441718902,0.0010802606915516788,0.0015877049920231903
0.0126,10.205635704886534,-72.53284757596326,-72.53284757596326,0.010000000000000002,0.009841781848687758,0.0005318263330011442,-0.00169011561568041,0.009812719794923926,0.001091614903524301,0.001587106527209753
0.012700000000000001,10.268756954276226,-72.44284757596326,-72.44284757596326,0.009999999999999998,0.009839823914297795,0.0005377508733463321,-0.0016996144662330052,0.009811545577557266,0.0011029057943385645,0.0015865598596746585
0.0128,10.33147281072429,-72.35284757596327,-72.35284757596327,0.010000000000000002,0.009837866726994472,0.0005436848017390741,-0.001709030455624782,0.009810357099162887,0.0011141327899552404,0.0015860648515274934
0.0129,10.393780798316099,-72.26284757596326,-72.26284757596326,0.01,0.009835910595682873,0.000549627644327121,-0.0017183632346872424,0.009809154670105808,0.0011252953198411092,0.0015856213611972765
0.013000000000000001,10.455678457238998,-72.17284757596326,-72.17284757596326,0.01,0.009833955829040526,0.00055557892607347,-0.001727612459257857,0.009807938601521076,0.0011363928169947158,0.0015852292434457623
0.0131,10.517163343879393,-72.08284757596326,-72.08284757596326,0.010000000000000002,0.009832002735468772,0.0005615381707885974,-0.0017367777901856126,0.009806709205262694,0.0011474247179717241,0.0015848883493809552
0.0132,10.57823303091924,-71.99284757596327,-71.99284757596327,0.010000000000000002,0.009830051623044282,0.0005675049011626206,-0.001745858893336154,0.0098054667938526,0.0011583904629098893,0.00158459852647081
0.013300000000000001,10.63888510743186,-71.90284757596326,-71.90284757596326,0.01,0.009828102799470594,0.000573478638797413,-0.0017548554395964817,0.009804211680429662,0.001169289495553627,0.00158435961855714
0.0134,10.699117178977131,-71.81284757596326,-71.81284757596326,0.010000000000000002,0.009826156572029805,0.0005794589042386417,-0.0017637671048792297,0.009802944178698711,0.0011801212632781865,0.001584171465869707
0.0135,10.758926867695997,-71.72284757596326,-71.72284757596326,0.01,0.00982421324753432,0.0005854452170077617,-0.0017725935701265304,0.009801664602879593,0.0011908852171134505,0.0015840339050405094
