node,x_mm,y_mm,z_mm
458,-7.062412891385278,-3.9199684522611067,-9.076278642009516
459,-7.061368276469243,-3.8652791715257084,-9.052886513728302
460,-7.058059946329047,-3.8079225898599396,-9.037443768880191
461,-7.052558406023668,-3.749121160904822,-9.03027956728043
462,-7.0449809133513055,-3.6901281377759876,-9.031546594547281
463,-7.035488969626337,-3.632200846911836,-9.04121784155581
464,-7.024284874667831,-3.5765739179576665,-9.059087205946748
465,-7.01160742979247,-3.5244329340025677,-9.084773806496585
466,-6.997726837072386,-3.476889199603689,-9.117730165128892
467,-6.982938926669443,-3.4349560209541496,-9.157253914694005
468,-6.967558877626687,-3.3995271140371726,-9.202502664854256
469,-6.951914500627228,-3.3713576246343546,-9.25251198956002
